"","x","items","count","total","rnd","customer","age","city","payment_type"
"3941",3941,"bottled water",1,502,9,"Maged",60,"Hurghada","Cash"
"3942",3942,"sausage,root vegetables,curd,yogurt,whipped/sour cream,sliced cheese,processed cheese,domestic eggs,oil,Instant food products,soda,red/blush wine,candy,newspapers",14,562,10,"Samy",55,"Alexandria","Cash"
"3943",3943,"sausage,UHT-milk,flour,flower (seeds)",4,435,9,"Maged",60,"Hurghada","Credit"
"3944",3944,"pork,butter,curd,frozen vegetables,margarine,sugar,chewing gum,napkins,newspapers",9,1508,5,"Shimaa",55,"Port Said","Credit"
"3945",3945,"frankfurter,meat",2,2160,12,"Eman",23,"Aswan","Credit"
"3946",3946,"whipped/sour cream",1,2197,3,"Ahmed",30,"Giza","Cash"
"3947",3947,"canned beer,red/blush wine",2,1843,12,"Eman",23,"Aswan","Cash"
"3948",3948,"pork,root vegetables,other vegetables,mayonnaise,domestic eggs,rolls/buns,mustard,fruit/vegetable juice,chewing gum,dishes",10,1163,10,"Samy",55,"Alexandria","Credit"
"3949",3949,"whole milk,rolls/buns,semi-finished bread",3,2002,11,"Hanan",22,"Fayoum","Cash"
"3950",3950,"other vegetables,whole milk,butter,white bread,canned vegetables,soda,snack products,cake bar,chocolate",9,2376,8,"Rania",37,"Dakahlia","Credit"
"3951",3951,"whole milk,rolls/buns,coffee",3,1201,9,"Maged",60,"Hurghada","Credit"
"3952",3952,"citrus fruit,root vegetables,onions,other vegetables,domestic eggs,white bread,cake bar",7,2411,10,"Samy",55,"Alexandria","Credit"
"3953",3953,"other vegetables,whole milk,rolls/buns,brown bread,soda,hygiene articles,newspapers",7,1790,8,"Rania",37,"Dakahlia","Credit"
"3954",3954,"other vegetables,whole milk,curd,frozen vegetables,frozen dessert,misc. beverages,rum,long life bakery product,newspapers",9,884,12,"Eman",23,"Aswan","Cash"
"3955",3955,"beef,root vegetables,herbs,other vegetables,whole milk,butter,curd,whipped/sour cream,rolls/buns,pastry,margarine",11,1148,7,"Huda",39,"Gharbia","Cash"
"3956",3956,"meat,chicken,other vegetables,butter milk,yogurt,roll products ,flour,cat food,soda,dishes",10,183,15,"Sameh",35,"Hurghada","Cash"
"3957",3957,"sausage,frozen vegetables,frozen meals,pickled vegetables,coffee",5,2055,1,"Farida",22,"Cairo","Credit"
"3958",3958,"pip fruit,pasta,oil,shopping bags",4,2278,13,"Sayed",37,"Cairo","Cash"
"3959",3959,"beef,root vegetables,frozen vegetables,frozen potato products,white bread,detergent",6,653,15,"Sameh",35,"Hurghada","Cash"
"3960",3960,"chicken,hamburger meat,herbs,UHT-milk,cream cheese ,frozen vegetables,soda,dish cleaner,pot plants",9,2371,13,"Sayed",37,"Cairo","Credit"
"3961",3961,"canned beer",1,2472,9,"Maged",60,"Hurghada","Credit"
"3962",3962,"sausage,pip fruit,yogurt,white bread,soda",5,1103,3,"Ahmed",30,"Giza","Credit"
"3963",3963,"whole milk,butter milk,rolls/buns,margarine,bottled water,fruit/vegetable juice",6,497,14,"Magdy",36,"Sohag","Cash"
"3964",3964,"whole milk,rolls/buns,bottled beer",3,242,15,"Sameh",35,"Hurghada","Cash"
"3965",3965,"sausage,hamburger meat,cream,spread cheese,canned fish,napkins",6,718,2,"Mohamed",25,"Alexandria","Cash"
"3966",3966,"coffee,soda",2,1181,2,"Mohamed",25,"Alexandria","Cash"
"3967",3967,"nuts/prunes,rolls/buns",2,1683,13,"Sayed",37,"Cairo","Credit"
"3968",3968,"sausage,curd,yogurt,cream cheese ,brown bread,pastry,coffee,seasonal products,napkins",9,613,8,"Rania",37,"Dakahlia","Cash"
"3969",3969,"coffee",1,1754,5,"Shimaa",55,"Port Said","Credit"
"3970",3970,"chicken,pork,citrus fruit,root vegetables,herbs,other vegetables,whole milk,butter,frozen dessert,domestic eggs,rolls/buns,bottled water,bottled beer",13,2278,13,"Sayed",37,"Cairo","Credit"
"3971",3971,"tropical fruit,other vegetables,yogurt,domestic eggs,rolls/buns,pastry,semi-finished bread,zwieback,oil,margarine,organic products,coffee,bottled water,soda,snack products,waffles,chocolate marshmallow,candy,seasonal products",19,304,9,"Maged",60,"Hurghada","Credit"
"3972",3972,"finished products,other vegetables,whole milk,yogurt,curd cheese,brown bread,pastry,potato products,baking powder,soda,specialty chocolate,candy,seasonal products",13,615,15,"Sameh",35,"Hurghada","Cash"
"3973",3973,"whole milk,bottled water",2,1302,1,"Farida",22,"Cairo","Credit"
"3974",3974,"beef,root vegetables,other vegetables,frozen dessert,pastry,vinegar,margarine,sugar,cat food,coffee,bottled beer,cling film/bags,candles,pot plants",14,242,13,"Sayed",37,"Cairo","Credit"
"3975",3975,"abrasive cleaner,napkins",2,347,10,"Samy",55,"Alexandria","Credit"
"3976",3976,"bottled water",1,294,2,"Mohamed",25,"Alexandria","Credit"
"3977",3977,"other vegetables,spices,coffee",3,1873,15,"Sameh",35,"Hurghada","Cash"
"3978",3978,"beef,citrus fruit,tropical fruit,other vegetables,condensed milk,processed cheese,bottled water,soda,cling film/bags",9,377,9,"Maged",60,"Hurghada","Credit"
"3979",3979,"whole milk",1,1625,8,"Rania",37,"Dakahlia","Credit"
"3980",3980,"tropical fruit,root vegetables,sliced cheese,processed cheese,margarine,bottled water,soda,misc. beverages",8,285,5,"Shimaa",55,"Port Said","Credit"
"3981",3981,"candy",1,532,13,"Sayed",37,"Cairo","Credit"
"3982",3982,"sausage,soft cheese,rolls/buns,bottled water,specialty chocolate",5,348,8,"Rania",37,"Dakahlia","Cash"
"3983",3983,"butter milk,domestic eggs,rolls/buns,soda,specialty chocolate",5,1647,4,"Adel",50,"Alexandria","Cash"
"3984",3984,"sausage,whole milk,frozen dessert,mustard,jam,bottled water,hygiene articles",7,1465,8,"Rania",37,"Dakahlia","Credit"
"3985",3985,"frankfurter,chicken,pork,other vegetables,yogurt,whipped/sour cream,soft cheese,rolls/buns,instant coffee,bottled water,napkins",11,194,8,"Rania",37,"Dakahlia","Cash"
"3986",3986,"rolls/buns,soda,fruit/vegetable juice,bottled beer,long life bakery product",5,1516,12,"Eman",23,"Aswan","Cash"
"3987",3987,"canned beer",1,223,11,"Hanan",22,"Fayoum","Credit"
"3988",3988,"canned beer",1,1438,12,"Eman",23,"Aswan","Cash"
"3989",3989,"whole milk,rolls/buns,spices,bottled water",4,1817,12,"Eman",23,"Aswan","Credit"
"3990",3990,"citrus fruit,candy",2,967,7,"Huda",39,"Gharbia","Credit"
"3991",3991,"margarine",1,847,14,"Magdy",36,"Sohag","Credit"
"3992",3992,"sausage,citrus fruit,other vegetables,whole milk,whipped/sour cream,sliced cheese,cream cheese ,domestic eggs,rolls/buns,pastry,sugar,baking powder",12,799,10,"Samy",55,"Alexandria","Cash"
"3993",3993,"sausage,newspapers",2,1903,12,"Eman",23,"Aswan","Credit"
"3994",3994,"chicken,other vegetables,whole milk,curd,domestic eggs,rolls/buns,softener",7,2305,13,"Sayed",37,"Cairo","Credit"
"3995",3995,"shopping bags",1,1381,6,"Walaa",29,"Cairo","Credit"
"3996",3996,"tropical fruit,rolls/buns,seasonal products,bathroom cleaner,newspapers,shopping bags",6,467,15,"Sameh",35,"Hurghada","Credit"
"3997",3997,"other vegetables,whole milk,domestic eggs,margarine,bottled water,fruit/vegetable juice,bottled beer",7,1511,14,"Magdy",36,"Sohag","Cash"
"3998",3998,"butter,soups",2,1794,5,"Shimaa",55,"Port Said","Credit"
"3999",3999,"root vegetables,butter,margarine",3,867,14,"Magdy",36,"Sohag","Cash"
"4000",4000,"photo/film",1,169,3,"Ahmed",30,"Giza","Cash"
"4001",4001,"sausage,turkey,citrus fruit,other vegetables,whole milk,butter,curd,whipped/sour cream,tidbits,ice cream,rolls/buns,pastry,soda,newspapers",14,2208,14,"Magdy",36,"Sohag","Cash"
"4002",4002,"turkey",1,2142,7,"Huda",39,"Gharbia","Credit"
"4003",4003,"citrus fruit,yogurt,UHT-milk,domestic eggs,rolls/buns",5,276,9,"Maged",60,"Hurghada","Cash"
"4004",4004,"pastry",1,326,1,"Farida",22,"Cairo","Credit"
"4005",4005,"pork,whole milk,curd,whipped/sour cream",4,1717,5,"Shimaa",55,"Port Said","Credit"
"4006",4006,"photo/film",1,756,7,"Huda",39,"Gharbia","Cash"
"4007",4007,"photo/film",1,1285,2,"Mohamed",25,"Alexandria","Cash"
"4008",4008,"frankfurter,rolls/buns",2,1911,13,"Sayed",37,"Cairo","Credit"
"4009",4009,"pip fruit",1,1268,14,"Magdy",36,"Sohag","Cash"
"4010",4010,"beef,pip fruit,onions,whole milk,margarine,specialty fat,soda,fruit/vegetable juice,napkins",9,781,15,"Sameh",35,"Hurghada","Cash"
"4011",4011,"whole milk,flour,margarine,sugar",4,957,1,"Farida",22,"Cairo","Credit"
"4012",4012,"root vegetables,whole milk,whipped/sour cream,frozen meals,flour,oil,waffles,seasonal products,napkins,house keeping products,photo/film,shopping bags",12,168,9,"Maged",60,"Hurghada","Credit"
"4013",4013,"bottled beer",1,2231,2,"Mohamed",25,"Alexandria","Cash"
"4014",4014,"whole milk,frozen meals,soda,napkins,kitchen towels",5,198,12,"Eman",23,"Aswan","Cash"
"4015",4015,"other vegetables,chewing gum",2,1225,13,"Sayed",37,"Cairo","Cash"
"4016",4016,"whole milk,curd cheese",2,393,8,"Rania",37,"Dakahlia","Credit"
"4017",4017,"finished products,beef,citrus fruit,pip fruit,root vegetables,whole milk,semi-finished bread,potato products,rice,soda,fruit/vegetable juice,candy,pot plants,shopping bags",14,831,6,"Walaa",29,"Cairo","Cash"
"4018",4018,"bottled beer",1,1413,2,"Mohamed",25,"Alexandria","Cash"
"4019",4019,"beverages,frozen vegetables,soda,fruit/vegetable juice,popcorn,newspapers",6,1122,6,"Walaa",29,"Cairo","Credit"
"4020",4020,"other vegetables",1,1481,11,"Hanan",22,"Fayoum","Cash"
"4021",4021,"canned beer",1,2391,11,"Hanan",22,"Fayoum","Credit"
"4022",4022,"canned beer",1,1127,5,"Shimaa",55,"Port Said","Cash"
"4023",4023,"rolls/buns",1,158,14,"Magdy",36,"Sohag","Cash"
"4024",4024,"beef",1,1079,7,"Huda",39,"Gharbia","Credit"
"4025",4025,"citrus fruit,pip fruit,butter,rolls/buns,oil,soda,bottled beer,brandy,red/blush wine,sparkling wine",10,406,15,"Sameh",35,"Hurghada","Cash"
"4026",4026,"rolls/buns,baking powder,soda",3,958,11,"Hanan",22,"Fayoum","Credit"
"4027",4027,"specialty chocolate,light bulbs",2,292,15,"Sameh",35,"Hurghada","Credit"
"4028",4028,"frankfurter,soda",2,1000,3,"Ahmed",30,"Giza","Cash"
"4029",4029,"whole milk,waffles,napkins",3,1830,7,"Huda",39,"Gharbia","Credit"
"4030",4030,"pip fruit,chewing gum",2,605,5,"Shimaa",55,"Port Said","Credit"
"4031",4031,"tropical fruit,shopping bags",2,488,12,"Eman",23,"Aswan","Cash"
"4032",4032,"liver loaf,citrus fruit,other vegetables,curd,salad dressing,semi-finished bread,abrasive cleaner",7,786,11,"Hanan",22,"Fayoum","Credit"
"4033",4033,"citrus fruit,tropical fruit,root vegetables,other vegetables,yogurt,whipped/sour cream,frozen vegetables,ice cream,rolls/buns,salt,sugar,soda,napkins,newspapers",14,1801,15,"Sameh",35,"Hurghada","Cash"
"4034",4034,"frankfurter,pip fruit,onions,whole milk,curd,yogurt,pastry,Instant food products,kitchen utensil",9,2475,10,"Samy",55,"Alexandria","Credit"
"4035",4035,"soft cheese,soda,white wine",3,1623,7,"Huda",39,"Gharbia","Credit"
"4036",4036,"ham,root vegetables,onions,other vegetables,whole milk,whipped/sour cream,soft cheese,sliced cheese,hard cheese,cream cheese ,specialty cheese,domestic eggs,salt,canned fish,napkins",15,1721,3,"Ahmed",30,"Giza","Credit"
"4037",4037,"whole milk,white wine",2,527,13,"Sayed",37,"Cairo","Cash"
"4038",4038,"other vegetables,rolls/buns,brown bread",3,811,15,"Sameh",35,"Hurghada","Cash"
"4039",4039,"sausage,beverages,rolls/buns,misc. beverages,waffles,shopping bags",6,2431,12,"Eman",23,"Aswan","Cash"
"4040",4040,"yogurt,rolls/buns,instant coffee,soda,canned beer,waffles",6,2027,2,"Mohamed",25,"Alexandria","Cash"
"4041",4041,"frozen meals",1,1576,8,"Rania",37,"Dakahlia","Cash"
"4042",4042,"pork,other vegetables,pot plants",3,1953,5,"Shimaa",55,"Port Said","Cash"
"4043",4043,"rolls/buns,chewing gum",2,569,14,"Magdy",36,"Sohag","Cash"
"4044",4044,"margarine,soda",2,229,1,"Farida",22,"Cairo","Credit"
"4045",4045,"root vegetables,other vegetables,yogurt,UHT-milk,sugar,coffee,soda,misc. beverages,canned beer,dishes,newspapers",11,533,5,"Shimaa",55,"Port Said","Credit"
"4046",4046,"pip fruit",1,414,5,"Shimaa",55,"Port Said","Credit"
"4047",4047,"beef,pip fruit,whole milk,butter,curd,margarine,cat food,coffee,waffles",9,1948,14,"Magdy",36,"Sohag","Credit"
"4048",4048,"pip fruit,whole milk,butter,whipped/sour cream,beverages,newspapers,flower (seeds)",7,841,2,"Mohamed",25,"Alexandria","Cash"
"4049",4049,"chicken,citrus fruit,root vegetables,other vegetables,brown bread,pastry,salty snack,napkins",8,2187,10,"Samy",55,"Alexandria","Credit"
"4050",4050,"whole milk,butter,newspapers",3,1779,13,"Sayed",37,"Cairo","Credit"
"4051",4051,"chicken,liquor (appetizer)",2,1610,5,"Shimaa",55,"Port Said","Cash"
"4052",4052,"sausage,citrus fruit,tropical fruit,other vegetables,whole milk,butter,whipped/sour cream,hard cheese,domestic eggs,dishes",10,710,14,"Magdy",36,"Sohag","Credit"
"4053",4053,"other vegetables,whole milk,bottled beer,newspapers",4,298,8,"Rania",37,"Dakahlia","Credit"
"4054",4054,"tropical fruit,yogurt,UHT-milk,cream cheese ,processed cheese,rolls/buns,pastry,margarine,waffles,hygiene articles",10,497,5,"Shimaa",55,"Port Said","Cash"
"4055",4055,"sausage,canned beer,shopping bags",3,1690,4,"Adel",50,"Alexandria","Credit"
"4056",4056,"chicken,packaged fruit/vegetables,whole milk,curd,whipped/sour cream,frozen vegetables,frozen dessert,rolls/buns,white bread,brown bread,margarine,soda,long life bakery product,specialty chocolate,candy",15,1125,10,"Samy",55,"Alexandria","Cash"
"4057",4057,"hamburger meat,mustard,soups,Instant food products,sweet spreads,soda,newspapers",7,239,1,"Farida",22,"Cairo","Credit"
"4058",4058,"whole milk,yogurt,bottled water,canned beer",4,2279,9,"Maged",60,"Hurghada","Credit"
"4059",4059,"citrus fruit,pip fruit,root vegetables,yogurt,margarine,dishes",6,2066,3,"Ahmed",30,"Giza","Cash"
"4060",4060,"ham,tropical fruit,pip fruit,other vegetables,whole milk,yogurt,whipped/sour cream,spread cheese,curd cheese,ice cream,sugar,baking powder,fruit/vegetable juice,salty snack,waffles,decalcifier,hygiene articles,napkins,light bulbs",19,513,1,"Farida",22,"Cairo","Credit"
"4061",4061,"whole milk,yogurt,whipped/sour cream,beverages,brown bread",5,1511,6,"Walaa",29,"Cairo","Credit"
"4062",4062,"frankfurter",1,766,11,"Hanan",22,"Fayoum","Cash"
"4063",4063,"white bread,long life bakery product,shopping bags",3,2090,11,"Hanan",22,"Fayoum","Credit"
"4064",4064,"sausage,citrus fruit,other vegetables,yogurt,whipped/sour cream,frozen meals,pasta,coffee,bottled water,shopping bags",10,279,9,"Maged",60,"Hurghada","Credit"
"4065",4065,"sliced cheese,hard cheese",2,2188,4,"Adel",50,"Alexandria","Credit"
"4066",4066,"frankfurter,citrus fruit,onions,other vegetables,curd,whipped/sour cream,frozen dessert,domestic eggs,white bread,vinegar,baking powder",11,2450,10,"Samy",55,"Alexandria","Credit"
"4067",4067,"yogurt,popcorn,cleaner,newspapers",4,905,9,"Maged",60,"Hurghada","Credit"
"4068",4068,"root vegetables,other vegetables,whole milk,hard cheese,rolls/buns,baking powder",6,1651,5,"Shimaa",55,"Port Said","Cash"
"4069",4069,"rolls/buns,sugar,coffee,canned beer,shopping bags",5,651,12,"Eman",23,"Aswan","Credit"
"4070",4070,"berries,margarine,coffee,specialty bar,shopping bags",5,2100,9,"Maged",60,"Hurghada","Cash"
"4071",4071,"rolls/buns",1,410,4,"Adel",50,"Alexandria","Credit"
"4072",4072,"beef,hamburger meat,whole milk,curd,yogurt,cream cheese ,spices,pickled vegetables,sweet spreads,cat food,soda,chocolate,cleaner",13,459,5,"Shimaa",55,"Port Said","Cash"
"4073",4073,"chicken,turkey,whole milk,butter,curd,cream cheese ",6,1063,11,"Hanan",22,"Fayoum","Credit"
"4074",4074,"sausage,meat,other vegetables,yogurt,whipped/sour cream,domestic eggs,semi-finished bread,instant coffee,bottled water,soda,bottled beer,newspapers,shopping bags",13,1264,3,"Ahmed",30,"Giza","Cash"
"4075",4075,"rolls/buns",1,2227,11,"Hanan",22,"Fayoum","Credit"
"4076",4076,"rolls/buns,bottled beer",2,913,14,"Magdy",36,"Sohag","Cash"
"4077",4077,"sausage,whole milk,rolls/buns",3,386,11,"Hanan",22,"Fayoum","Cash"
"4078",4078,"butter milk,pastry",2,2015,15,"Sameh",35,"Hurghada","Credit"
"4079",4079,"pork,root vegetables,whole milk,dog food,soda,hygiene articles,shopping bags",7,298,3,"Ahmed",30,"Giza","Cash"
"4080",4080,"pork,root vegetables,other vegetables,pastry,shopping bags",5,311,6,"Walaa",29,"Cairo","Credit"
"4081",4081,"sausage,hamburger meat,pip fruit,other vegetables,butter milk,mayonnaise,frozen vegetables,dental care",8,2185,1,"Farida",22,"Cairo","Credit"
"4082",4082,"soda",1,1176,4,"Adel",50,"Alexandria","Credit"
"4083",4083,"tropical fruit,pip fruit,coffee,soda,fruit/vegetable juice,salty snack",6,2102,14,"Magdy",36,"Sohag","Credit"
"4084",4084,"pip fruit,nuts/prunes,whole milk,yogurt,whipped/sour cream,cream cheese ,rolls/buns,waffles,chocolate,newspapers",10,782,2,"Mohamed",25,"Alexandria","Credit"
"4085",4085,"citrus fruit,domestic eggs",2,1012,12,"Eman",23,"Aswan","Cash"
"4086",4086,"semi-finished bread",1,952,15,"Sameh",35,"Hurghada","Credit"
"4087",4087,"sausage,meat,pork,citrus fruit,curd,UHT-milk,brown bread,sugar,soda,fruit/vegetable juice,cookware,house keeping products",12,1464,3,"Ahmed",30,"Giza","Credit"
"4088",4088,"tropical fruit,other vegetables,canned beer",3,637,15,"Sameh",35,"Hurghada","Cash"
"4089",4089,"whole milk,whipped/sour cream,hard cheese,rolls/buns,semi-finished bread,pet care,newspapers",7,1372,15,"Sameh",35,"Hurghada","Cash"
"4090",4090,"berries,other vegetables,whole milk,sliced cheese,margarine,bottled water,pot plants",7,2414,12,"Eman",23,"Aswan","Cash"
"4091",4091,"ham,beef,whole milk,yogurt,cat food",5,778,13,"Sayed",37,"Cairo","Cash"
"4092",4092,"curd,white bread,pastry,soda,salty snack,popcorn,waffles,chewing gum,chocolate,specialty chocolate",10,1667,10,"Samy",55,"Alexandria","Cash"
"4093",4093,"soda",1,1012,2,"Mohamed",25,"Alexandria","Cash"
"4094",4094,"pot plants",1,381,11,"Hanan",22,"Fayoum","Credit"
"4095",4095,"yogurt,coffee",2,1819,3,"Ahmed",30,"Giza","Cash"
"4096",4096,"meat,pip fruit,root vegetables,whole milk,frozen vegetables",5,251,15,"Sameh",35,"Hurghada","Cash"
"4097",4097,"citrus fruit,tropical fruit,whole milk,butter,curd,yogurt,whipped/sour cream,rolls/buns,pastry",9,624,1,"Farida",22,"Cairo","Cash"
"4098",4098,"root vegetables",1,122,13,"Sayed",37,"Cairo","Credit"
"4099",4099,"whole milk",1,598,4,"Adel",50,"Alexandria","Credit"
"4100",4100,"coffee,soda,waffles",3,1621,12,"Eman",23,"Aswan","Cash"
"4101",4101,"whole milk,beverages,frozen vegetables,margarine,liquor (appetizer),newspapers",6,363,14,"Magdy",36,"Sohag","Cash"
"4102",4102,"whole milk,white bread,long life bakery product",3,862,12,"Eman",23,"Aswan","Cash"
"4103",4103,"sausage,tropical fruit,whole milk",3,385,4,"Adel",50,"Alexandria","Credit"
"4104",4104,"whole milk,semi-finished bread",2,614,1,"Farida",22,"Cairo","Cash"
"4105",4105,"frankfurter,chicken,beef,hamburger meat,tropical fruit,other vegetables,butter,curd,butter milk,yogurt,whipped/sour cream,UHT-milk,frozen vegetables,pastry,flour,margarine,canned fish,coffee,fruit/vegetable juice,salty snack,specialty chocolate",21,459,10,"Samy",55,"Alexandria","Credit"
"4106",4106,"fruit/vegetable juice",1,1057,5,"Shimaa",55,"Port Said","Cash"
"4107",4107,"meat,tropical fruit,root vegetables,other vegetables,whole milk,butter,whipped/sour cream,frozen meals,rolls/buns,hygiene articles",10,779,3,"Ahmed",30,"Giza","Credit"
"4108",4108,"other vegetables,yogurt,pastry,vinegar,bottled water,dishes",6,1306,10,"Samy",55,"Alexandria","Cash"
"4109",4109,"frankfurter,root vegetables,butter,bottled beer,nut snack",5,2142,9,"Maged",60,"Hurghada","Cash"
"4110",4110,"specialty cheese,frozen meals,soda,shopping bags",4,699,15,"Sameh",35,"Hurghada","Cash"
"4111",4111,"yogurt,whipped/sour cream,UHT-milk,baking powder,bottled water,soda",6,1903,8,"Rania",37,"Dakahlia","Cash"
"4112",4112,"chicken,citrus fruit,whole milk,yogurt,mustard,cat food,soda,newspapers",8,1668,5,"Shimaa",55,"Port Said","Cash"
"4113",4113,"whole milk,long life bakery product,chocolate",3,564,6,"Walaa",29,"Cairo","Credit"
"4114",4114,"curd,whipped/sour cream,pudding powder,coffee,long life bakery product",5,890,3,"Ahmed",30,"Giza","Cash"
"4115",4115,"pastry,pot plants",2,2062,8,"Rania",37,"Dakahlia","Cash"
"4116",4116,"frankfurter,pork,UHT-milk,rolls/buns,canned fish,bottled water,soda",7,1447,4,"Adel",50,"Alexandria","Credit"
"4117",4117,"chicken,white wine,shopping bags",3,997,10,"Samy",55,"Alexandria","Credit"
"4118",4118,"frozen dessert,bottled water",2,983,10,"Samy",55,"Alexandria","Credit"
"4119",4119,"tropical fruit,pip fruit,root vegetables,curd,yogurt,flour,margarine,sugar,bottled water,newspapers",10,1345,1,"Farida",22,"Cairo","Cash"
"4120",4120,"tropical fruit,pip fruit,whole milk,yogurt,ice cream,frozen dessert,domestic eggs,pastry,flour,margarine,coffee,cake bar,napkins,shopping bags",14,935,9,"Maged",60,"Hurghada","Credit"
"4121",4121,"sausage,pip fruit,rolls/buns,pastry,soda,fruit/vegetable juice,canned beer,salty snack,candy,hygiene articles",10,2106,6,"Walaa",29,"Cairo","Credit"
"4122",4122,"whole milk,curd,rolls/buns",3,1419,1,"Farida",22,"Cairo","Credit"
"4123",4123,"finished products,bottled water,specialty bar,newspapers",4,1968,3,"Ahmed",30,"Giza","Credit"
"4124",4124,"pork,whole milk,butter,yogurt,soft cheese,cream cheese ,coffee,pot plants",8,1407,10,"Samy",55,"Alexandria","Credit"
"4125",4125,"beef,dessert,frozen vegetables,rice,long life bakery product,cling film/bags,shopping bags",7,2144,13,"Sayed",37,"Cairo","Cash"
"4126",4126,"sausage,ham,other vegetables,beverages,mayonnaise,rolls/buns,soda,bottled beer,chocolate,chocolate marshmallow,candy",11,1946,6,"Walaa",29,"Cairo","Cash"
"4127",4127,"citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,yogurt,oil,cat food,soda,misc. beverages,fruit/vegetable juice,newspapers",12,1556,6,"Walaa",29,"Cairo","Cash"
"4128",4128,"pip fruit,whole milk,margarine,cocoa drinks,bottled water",5,938,14,"Magdy",36,"Sohag","Cash"
"4129",4129,"soda",1,726,1,"Farida",22,"Cairo","Cash"
"4130",4130,"other vegetables,whole milk,specialty chocolate,candy,newspapers",5,2472,2,"Mohamed",25,"Alexandria","Credit"
"4131",4131,"tropical fruit",1,1190,7,"Huda",39,"Gharbia","Cash"
"4132",4132,"whole milk,fruit/vegetable juice,newspapers",3,2278,8,"Rania",37,"Dakahlia","Credit"
"4133",4133,"whole milk,cream cheese ,salty snack",3,235,1,"Farida",22,"Cairo","Cash"
"4134",4134,"ham,domestic eggs,pastry,long life bakery product,waffles,specialty chocolate,dishes,shopping bags",8,666,13,"Sayed",37,"Cairo","Credit"
"4135",4135,"tropical fruit,other vegetables",2,2399,4,"Adel",50,"Alexandria","Credit"
"4136",4136,"canned beer",1,1353,1,"Farida",22,"Cairo","Credit"
"4137",4137,"ham,onions,other vegetables,whole milk,whipped/sour cream,soft cheese,sliced cheese,brown bread,canned vegetables,sweet spreads,salty snack,specialty chocolate,dishes",13,1441,3,"Ahmed",30,"Giza","Credit"
"4138",4138,"chicken,pork,frozen vegetables,soda,canned beer,liquor (appetizer),hygiene articles,newspapers",8,2259,7,"Huda",39,"Gharbia","Credit"
"4139",4139,"grapes,butter,soft cheese,canned beer",4,312,13,"Sayed",37,"Cairo","Cash"
"4140",4140,"whole milk,pickled vegetables,bottled water,bottled beer,chocolate",5,1839,2,"Mohamed",25,"Alexandria","Cash"
"4141",4141,"frankfurter,sausage,ham,tropical fruit,rolls/buns,pastry,chocolate,napkins",8,2079,9,"Maged",60,"Hurghada","Credit"
"4142",4142,"curd",1,2148,2,"Mohamed",25,"Alexandria","Cash"
"4143",4143,"bottled beer",1,2195,1,"Farida",22,"Cairo","Cash"
"4144",4144,"beef,root vegetables,jam,toilet cleaner",4,2451,11,"Hanan",22,"Fayoum","Cash"
"4145",4145,"citrus fruit,tropical fruit,other vegetables,whole milk,yogurt,beverages,cream cheese ,bottled water,pot plants",9,383,15,"Sameh",35,"Hurghada","Credit"
"4146",4146,"UHT-milk,newspapers",2,767,8,"Rania",37,"Dakahlia","Credit"
"4147",4147,"salty snack",1,193,7,"Huda",39,"Gharbia","Credit"
"4148",4148,"canned beer",1,450,6,"Walaa",29,"Cairo","Credit"
"4149",4149,"pork,pet care,newspapers",3,1831,9,"Maged",60,"Hurghada","Cash"
"4150",4150,"domestic eggs,rolls/buns",2,2285,13,"Sayed",37,"Cairo","Cash"
"4151",4151,"other vegetables,rolls/buns,pastry,bottled beer",4,2393,12,"Eman",23,"Aswan","Cash"
"4152",4152,"beef,citrus fruit,butter,fruit/vegetable juice",4,2135,6,"Walaa",29,"Cairo","Credit"
"4153",4153,"sausage,pip fruit,oil,cat food,bottled water,soda,bottled beer,white wine",8,241,5,"Shimaa",55,"Port Said","Credit"
"4154",4154,"dish cleaner",1,215,12,"Eman",23,"Aswan","Cash"
"4155",4155,"frankfurter,tropical fruit,root vegetables,rolls/buns,mustard,canned fish,misc. beverages,bottled beer,shopping bags",9,549,7,"Huda",39,"Gharbia","Cash"
"4156",4156,"frankfurter,root vegetables,whipped/sour cream,rolls/buns,roll products ,salt,shopping bags",7,1646,15,"Sameh",35,"Hurghada","Credit"
"4157",4157,"frankfurter,sausage,pork,onions,other vegetables,rolls/buns,semi-finished bread,newspapers,shopping bags",9,1207,3,"Ahmed",30,"Giza","Cash"
"4158",4158,"tropical fruit,pip fruit,yogurt,frozen vegetables,pastry,bottled beer",6,306,1,"Farida",22,"Cairo","Credit"
"4159",4159,"frankfurter,chicken,pork,citrus fruit,tropical fruit,pip fruit,root vegetables,herbs,other vegetables,whole milk,butter milk,beverages,sliced cheese,frozen vegetables,roll products ,pasta",16,871,6,"Walaa",29,"Cairo","Cash"
"4160",4160,"other vegetables",1,1907,3,"Ahmed",30,"Giza","Credit"
"4161",4161,"whole milk",1,1317,3,"Ahmed",30,"Giza","Cash"
"4162",4162,"soda",1,2370,4,"Adel",50,"Alexandria","Cash"
"4163",4163,"chicken,other vegetables,whipped/sour cream,sliced cheese,frozen vegetables,frozen meals,fruit/vegetable juice,long life bakery product,specialty chocolate",9,2189,1,"Farida",22,"Cairo","Credit"
